"area_fips","industry_code","own_code","size_code","year_num","quarter_num","yoy_pct_change_wages"
"36031","10","State Government","All sizes",2023,1,"15.1"
"36031","10","Local Government","All sizes",2023,1,"5.8"
"36031","10","Private","All sizes",2023,1,"16.4"
"36033","10","Total Covered","All sizes",2023,1,"15.5"
"36033","10","Federal Government","All sizes",2023,1,"15.4"
"36033","10","State Government","All sizes",2023,1,"9.7"
"36033","10","Local Government","All sizes",2023,1,"8.5"
"36033","10","Private","All sizes",2023,1,"22.4"
"36035","10","Total Covered","All sizes",2023,1,"10.9"
"36035","10","Federal Government","All sizes",2023,1,"27.0"
"36035","10","State Government","All sizes",2023,1,"10.1"
"36035","10","Local Government","All sizes",2023,1,"3.6"
"36035","10","Private","All sizes",2023,1,"12.7"
"36037","10","Total Covered","All sizes",2023,1,"14.5"
"36037","10","Federal Government","All sizes",2023,1,"17.6"
"36037","10","State Government","All sizes",2023,1,"24.0"
"36037","10","Local Government","All sizes",2023,1,"13.0"
"36037","10","Private","All sizes",2023,1,"14.0"
"36039","10","Total Covered","All sizes",2023,1,"8.8"
"36039","10","Federal Government","All sizes",2023,1,"21.7"
"36039","10","State Government","All sizes",2023,1,"1.4"
"36039","10","Local Government","All sizes",2023,1,"10.4"
"36039","10","Private","All sizes",2023,1,"11.2"
"36041","10","Total Covered","All sizes",2023,1,"11.0"
"36041","10","Federal Government","All sizes",2023,1,"15.2"
"36041","10","State Government","All sizes",2023,1,"8.1"
"36041","10","Local Government","All sizes",2023,1,"9.7"
"36041","10","Private","All sizes",2023,1,"14.3"
"36043","10","Total Covered","All sizes",2023,1,"4.9"
"36043","10","Federal Government","All sizes",2023,1,"61.4"
"36043","10","State Government","All sizes",2023,1,"17.1"
"36043","10","Local Government","All sizes",2023,1,"-13.1"
"36043","10","Private","All sizes",2023,1,"10.6"
"36045","10","Total Covered","All sizes",2023,1,"9.5"
"36045","10","Federal Government","All sizes",2023,1,"6.6"
"36045","10","State Government","All sizes",2023,1,"12.3"
"36045","10","Local Government","All sizes",2023,1,"10.0"
"36045","10","Private","All sizes",2023,1,"9.6"
"36047","10","Total Covered","All sizes",2023,1,"16.5"
"36047","10","Federal Government","All sizes",2023,1,"15.0"
"36047","10","State Government","All sizes",2023,1,"13.3"
"36047","10","Local Government","All sizes",2023,1,"6.3"
"36047","10","Private","All sizes",2023,1,"19.2"
"36049","10","Total Covered","All sizes",2023,1,"19.1"
"36049","10","Federal Government","All sizes",2023,1,"28.2"
"36049","10","State Government","All sizes",2023,1,"25.3"
"36049","10","Local Government","All sizes",2023,1,"14.5"
"36049","10","Private","All sizes",2023,1,"20.8"
"36051","10","Total Covered","All sizes",2023,1,"9.1"
"36051","10","Federal Government","All sizes",2023,1,"14.4"
"36051","10","State Government","All sizes",2023,1,"4.6"
"36051","10","Local Government","All sizes",2023,1,"15.0"
"36051","10","Private","All sizes",2023,1,"8.9"
"36053","10","Total Covered","All sizes",2023,1,"12.3"
"36053","10","Federal Government","All sizes",2023,1,"63.1"
"36053","10","State Government","All sizes",2023,1,"7.0"
"36053","10","Local Government","All sizes",2023,1,"9.5"
"36053","10","Private","All sizes",2023,1,"12.9"
"36055","10","Total Covered","All sizes",2023,1,"11.4"
"36055","10","Federal Government","All sizes",2023,1,"17.0"
"36055","10","State Government","All sizes",2023,1,"10.0"
"36055","10","Local Government","All sizes",2023,1,"9.2"
"36055","10","Private","All sizes",2023,1,"11.7"
"36057","10","Total Covered","All sizes",2023,1,"8.8"
"36057","10","Federal Government","All sizes",2023,1,"24.1"
"36057","10","State Government","All sizes",2023,1,"16.3"
"36057","10","Local Government","All sizes",2023,1,"4.1"
"36057","10","Private","All sizes",2023,1,"9.2"
"36059","10","Total Covered","All sizes",2023,1,"6.6"
"36059","10","Federal Government","All sizes",2023,1,"16.7"
"36059","10","State Government","All sizes",2023,1,"19.2"
"36059","10","Local Government","All sizes",2023,1,"6.1"
"36059","10","Private","All sizes",2023,1,"6.4"
"36061","10","Total Covered","All sizes",2023,1,"0.8"
"36061","10","Federal Government","All sizes",2023,1,"7.0"
"36061","10","State Government","All sizes",2023,1,"13.9"
"36061","10","Local Government","All sizes",2023,1,"6.0"
"36061","10","Private","All sizes",2023,1,"0.6"
"36063","10","Total Covered","All sizes",2023,1,"8.0"
"36063","10","Federal Government","All sizes",2023,1,"10.7"
"36063","10","State Government","All sizes",2023,1,"16.6"
"36063","10","Local Government","All sizes",2023,1,"5.4"
"36063","10","Private","All sizes",2023,1,"8.2"
"36065","10","Total Covered","All sizes",2023,1,"13.4"
"36065","10","Federal Government","All sizes",2023,1,"17.9"
"36065","10","State Government","All sizes",2023,1,"8.1"
"36065","10","Local Government","All sizes",2023,1,"14.2"
"36065","10","Private","All sizes",2023,1,"13.9"
"36067","10","Total Covered","All sizes",2023,1,"10.8"
"36067","10","Federal Government","All sizes",2023,1,"19.5"
"36067","10","State Government","All sizes",2023,1,"8.5"
"36067","10","Local Government","All sizes",2023,1,"12.5"
"36067","10","Private","All sizes",2023,1,"10.6"
"36069","10","Total Covered","All sizes",2023,1,"15.8"
"36069","10","Federal Government","All sizes",2023,1,"21.5"
"36069","10","State Government","All sizes",2023,1,"9.1"
"36069","10","Local Government","All sizes",2023,1,"11.6"
"36069","10","Private","All sizes",2023,1,"16.4"
"36071","10","Total Covered","All sizes",2023,1,"11.0"
"36071","10","Federal Government","All sizes",2023,1,"5.0"
"36071","10","State Government","All sizes",2023,1,"12.6"
"36071","10","Local Government","All sizes",2023,1,"0.8"
"36071","10","Private","All sizes",2023,1,"13.2"
"36073","10","Total Covered","All sizes",2023,1,"12.0"
"36073","10","Federal Government","All sizes",2023,1,"27.2"
"36073","10","State Government","All sizes",2023,1,"5.6"
"36073","10","Local Government","All sizes",2023,1,"9.3"
"36073","10","Private","All sizes",2023,1,"15.5"
"36075","10","Total Covered","All sizes",2023,1,"10.2"
"36075","10","Federal Government","All sizes",2023,1,"16.9"
"36075","10","State Government","All sizes",2023,1,"6.3"
"36075","10","Local Government","All sizes",2023,1,"12.6"
"36075","10","Private","All sizes",2023,1,"9.9"
"36077","10","Total Covered","All sizes",2023,1,"11.6"
"36077","10","Federal Government","All sizes",2023,1,"24.0"
"36077","10","State Government","All sizes",2023,1,"10.1"
"36077","10","Local Government","All sizes",2023,1,"-2.6"
"36077","10","Private","All sizes",2023,1,"13.7"
"36079","10","Total Covered","All sizes",2023,1,"14.3"
"36079","10","Federal Government","All sizes",2023,1,"19.7"
"36079","10","State Government","All sizes",2023,1,"18.0"
"36079","10","Local Government","All sizes",2023,1,"5.1"
"36079","10","Private","All sizes",2023,1,"16.8"
"36081","10","Total Covered","All sizes",2023,1,"15.1"
"36081","10","Federal Government","All sizes",2023,1,"7.5"
"36081","10","State Government","All sizes",2023,1,"15.7"
"36081","10","Local Government","All sizes",2023,1,"7.3"
"36081","10","Private","All sizes",2023,1,"17.5"
"36083","10","Total Covered","All sizes",2023,1,"14.1"
"36083","10","Federal Government","All sizes",2023,1,"19.5"
"36083","10","State Government","All sizes",2023,1,"14.1"
"36083","10","Local Government","All sizes",2023,1,"15.3"
"36083","10","Private","All sizes",2023,1,"13.9"
"36085","10","Total Covered","All sizes",2023,1,"10.7"
"36085","10","Federal Government","All sizes",2023,1,"10.3"
"36085","10","State Government","All sizes",2023,1,"9.5"
"36085","10","Local Government","All sizes",2023,1,"4.6"
"36085","10","Private","All sizes",2023,1,"12.6"
"36087","10","Total Covered","All sizes",2023,1,"9.9"
"36087","10","Federal Government","All sizes",2023,1,"23.8"
"36087","10","State Government","All sizes",2023,1,"12.3"
"36087","10","Local Government","All sizes",2023,1,"5.2"
"36087","10","Private","All sizes",2023,1,"10.5"
"36089","10","Total Covered","All sizes",2023,1,"11.1"
"36089","10","Federal Government","All sizes",2023,1,"13.6"
"36089","10","State Government","All sizes",2023,1,"4.5"
"36089","10","Local Government","All sizes",2023,1,"12.1"
"36089","10","Private","All sizes",2023,1,"12.8"
"36091","10","Total Covered","All sizes",2023,1,"12.2"
"36091","10","Federal Government","All sizes",2023,1,"23.7"
"36091","10","State Government","All sizes",2023,1,"8.7"
"36091","10","Local Government","All sizes",2023,1,"10.9"
"36091","10","Private","All sizes",2023,1,"12.4"
"36093","10","Total Covered","All sizes",2023,1,"9.7"
"36093","10","Federal Government","All sizes",2023,1,"6.0"
"36093","10","State Government","All sizes",2023,1,"10.3"
"36093","10","Local Government","All sizes",2023,1,"10.8"
"36093","10","Private","All sizes",2023,1,"9.6"
"36095","10","Total Covered","All sizes",2023,1,"8.1"
"36095","10","Federal Government","All sizes",2023,1,"13.6"
"36095","10","State Government","All sizes",2023,1,"7.3"
"36095","10","Local Government","All sizes",2023,1,"10.4"
"36095","10","Private","All sizes",2023,1,"7.4"
"36097","10","Total Covered","All sizes",2023,1,"15.0"
"36097","10","Federal Government","All sizes",2023,1,"18.3"
"36097","10","State Government","All sizes",2023,1,"21.1"
"36097","10","Local Government","All sizes",2023,1,"13.0"
"36097","10","Private","All sizes",2023,1,"14.9"
"36099","10","Total Covered","All sizes",2023,1,"-5.8"
"36099","10","Federal Government","All sizes",2023,1,"23.7"
"36099","10","State Government","All sizes",2023,1,"-13.7"
"36099","10","Local Government","All sizes",2023,1,"16.5"
"36099","10","Private","All sizes",2023,1,"-7.0"
"36101","10","Total Covered","All sizes",2023,1,"-5.6"
"36101","10","Federal Government","All sizes",2023,1,"22.0"
"36101","10","State Government","All sizes",2023,1,"13.0"
"36101","10","Local Government","All sizes",2023,1,"9.3"
"36101","10","Private","All sizes",2023,1,"-8.4"
"36103","10","Total Covered","All sizes",2023,1,"12.3"
"36103","10","Federal Government","All sizes",2023,1,"14.5"
"36103","10","State Government","All sizes",2023,1,"46.5"
"36103","10","Local Government","All sizes",2023,1,"10.4"
"36103","10","Private","All sizes",2023,1,"10.8"
"36105","10","Total Covered","All sizes",2023,1,"20.3"
"36105","10","Federal Government","All sizes",2023,1,"21.6"
"36105","10","State Government","All sizes",2023,1,"5.5"
"36105","10","Local Government","All sizes",2023,1,"14.4"
"36105","10","Private","All sizes",2023,1,"24.1"
"36107","10","Total Covered","All sizes",2023,1,"16.6"
"36107","10","Federal Government","All sizes",2023,1,"15.0"
"36107","10","State Government","All sizes",2023,1,"15.8"
"36107","10","Local Government","All sizes",2023,1,"2.5"
"36107","10","Private","All sizes",2023,1,"19.2"
"36109","10","Total Covered","All sizes",2023,1,"7.0"
"36109","10","Federal Government","All sizes",2023,1,"12.9"
"36109","10","State Government","All sizes",2023,1,"17.9"
"36109","10","Local Government","All sizes",2023,1,"3.6"
"36109","10","Private","All sizes",2023,1,"7.0"
"36111","10","Total Covered","All sizes",2023,1,"11.8"
"36111","10","Federal Government","All sizes",2023,1,"20.6"
"36111","10","State Government","All sizes",2023,1,"4.7"
"36111","10","Local Government","All sizes",2023,1,"13.1"
"36111","10","Private","All sizes",2023,1,"12.7"
"36113","10","Total Covered","All sizes",2023,1,"13.7"
"36113","10","Federal Government","All sizes",2023,1,"26.1"
"36113","10","State Government","All sizes",2023,1,"11.9"
"36113","10","Local Government","All sizes",2023,1,"18.7"
"36113","10","Private","All sizes",2023,1,"13.0"
"36115","10","Total Covered","All sizes",2023,1,"10.3"
"36115","10","Federal Government","All sizes",2023,1,"15.0"
"36115","10","State Government","All sizes",2023,1,"5.0"
"36115","10","Local Government","All sizes",2023,1,"10.2"
"36115","10","Private","All sizes",2023,1,"12.2"
"36117","10","Total Covered","All sizes",2023,1,"11.3"
"36117","10","Federal Government","All sizes",2023,1,"29.7"
"36117","10","State Government","All sizes",2023,1,"9.6"
"36117","10","Local Government","All sizes",2023,1,"8.1"
"36117","10","Private","All sizes",2023,1,"12.1"
"36119","10","Total Covered","All sizes",2023,1,"10.5"
"36119","10","Federal Government","All sizes",2023,1,"14.7"
"36119","10","State Government","All sizes",2023,1,"12.0"
"36119","10","Local Government","All sizes",2023,1,"4.9"
"36119","10","Private","All sizes",2023,1,"11.3"
"36121","10","Total Covered","All sizes",2023,1,"6.9"
"36121","10","Federal Government","All sizes",2023,1,"26.7"
"36121","10","State Government","All sizes",2023,1,"2.8"
"36121","10","Local Government","All sizes",2023,1,"14.3"
"36121","10","Private","All sizes",2023,1,"6.7"
"36123","10","Total Covered","All sizes",2023,1,"10.3"
"36123","10","Federal Government","All sizes",2023,1,"18.1"
"36123","10","State Government","All sizes",2023,1,"-5.3"
"36123","10","Local Government","All sizes",2023,1,"-3.6"
"36123","10","Private","All sizes",2023,1,"13.6"
"36999","10","Total Covered","All sizes",2023,1,"0.5"
"36999","10","Federal Government","All sizes",2023,1,"45.8"
"36999","10","State Government","All sizes",2023,1,"8.2"
"36999","10","Local Government","All sizes",2023,1,"18.1"
"36999","10","Private","All sizes",2023,1,"0.1"
"37000","10","Total Covered","All sizes",2023,1,"10.4"
"37000","10","Federal Government","All sizes",2023,1,"18.7"
"37000","10","State Government","All sizes",2023,1,"1.7"
"37000","10","Local Government","All sizes",2023,1,"2.9"
"37000","10","Private","All sizes",2023,1,"11.3"
"37000","10",NULL,"All sizes",2023,1,"4.7"
"37001","10","Total Covered","All sizes",2023,1,"0.8"
"37001","10","Federal Government","All sizes",2023,1,"25.0"
"37001","10","State Government","All sizes",2023,1,"-5.9"
"37001","10","Local Government","All sizes",2023,1,"-3.2"
"37001","10","Private","All sizes",2023,1,"1.2"
"37003","10","Total Covered","All sizes",2023,1,"-1.4"
"37003","10","Federal Government","All sizes",2023,1,"25.4"
"37003","10","State Government","All sizes",2023,1,"-12.2"
"37003","10","Local Government","All sizes",2023,1,"-7.0"
"37003","10","Private","All sizes",2023,1,"0.6"
"37005","10","Total Covered","All sizes",2023,1,"-1.5"
"37005","10","Federal Government","All sizes",2023,1,"29.3"
"37005","10","State Government","All sizes",2023,1,"-1.2"
"37005","10","Local Government","All sizes",2023,1,"-2.0"
"37005","10","Private","All sizes",2023,1,"-2.0"
"37007","10","Total Covered","All sizes",2023,1,"8.8"
"37007","10","Federal Government","All sizes",2023,1,"21.1"
"37007","10","State Government","All sizes",2023,1,"-18.4"
"37007","10","Local Government","All sizes",2023,1,"7.9"
"37007","10","Private","All sizes",2023,1,"14.2"
"37009","10","Total Covered","All sizes",2023,1,"5.1"
"37009","10","Federal Government","All sizes",2023,1,"16.3"
"37009","10","State Government","All sizes",2023,1,"3.5"
"37009","10","Local Government","All sizes",2023,1,"-8.6"
"37009","10","Private","All sizes",2023,1,"7.8"
"37011","10","Total Covered","All sizes",2023,1,"9.2"
"37011","10","Federal Government","All sizes",2023,1,"25.4"
"37011","10","State Government","All sizes",2023,1,"-4.7"
"37011","10","Local Government","All sizes",2023,1,"-2.2"
"37011","10","Private","All sizes",2023,1,"13.4"
"37013","10","Total Covered","All sizes",2023,1,"-0.7"
"37013","10","Federal Government","All sizes",2023,1,"14.4"
"37013","10","State Government","All sizes",2023,1,"1.8"
"37013","10","Local Government","All sizes",2023,1,"-29.0"
"37013","10","Private","All sizes",2023,1,"5.2"
"37015","10","Total Covered","All sizes",2023,1,"6.2"
"37015","10","Federal Government","All sizes",2023,1,"12.8"
"37015","10","State Government","All sizes",2023,1,"-5.9"
"37015","10","Local Government","All sizes",2023,1,"-6.9"
"37015","10","Private","All sizes",2023,1,"11.5"
"37017","10","Total Covered","All sizes",2023,1,"14.0"
"37017","10","Federal Government","All sizes",2023,1,"12.9"
"37017","10","State Government","All sizes",2023,1,"13.7"
"37017","10","Local Government","All sizes",2023,1,"3.5"
"37017","10","Private","All sizes",2023,1,"15.8"
"37019","10","Total Covered","All sizes",2023,1,"12.8"
"37019","10","Federal Government","All sizes",2023,1,"16.8"
"37019","10","State Government","All sizes",2023,1,"3.1"
"37019","10","Local Government","All sizes",2023,1,"5.0"
"37019","10","Private","All sizes",2023,1,"14.1"
"37021","10","Total Covered","All sizes",2023,1,"13.9"
"37021","10","Federal Government","All sizes",2023,1,"21.4"
"37021","10","State Government","All sizes",2023,1,"-1.6"
"37021","10","Local Government","All sizes",2023,1,"-1.7"
"37021","10","Private","All sizes",2023,1,"15.2"
"37023","10","Total Covered","All sizes",2023,1,"8.0"
"37023","10","Federal Government","All sizes",2023,1,"20.1"
"37023","10","State Government","All sizes",2023,1,"-1.8"
"37023","10","Local Government","All sizes",2023,1,"-0.1"
"37023","10","Private","All sizes",2023,1,"11.1"
"37025","10","Total Covered","All sizes",2023,1,"12.3"
"37025","10","Federal Government","All sizes",2023,1,"17.6"
"37025","10","State Government","All sizes",2023,1,"0.5"
"37025","10","Local Government","All sizes",2023,1,"9.3"
"37025","10","Private","All sizes",2023,1,"13.4"
"37027","10","Total Covered","All sizes",2023,1,"4.3"
"37027","10","Federal Government","All sizes",2023,1,"14.1"
"37027","10","State Government","All sizes",2023,1,"4.3"
"37027","10","Local Government","All sizes",2023,1,"-7.5"
"37027","10","Private","All sizes",2023,1,"5.8"
"37029","10","Total Covered","All sizes",2023,1,"11.8"
"37029","10","Federal Government","All sizes",2023,1,"18.7"
"37029","10","State Government","All sizes",2023,1,"4.5"
"37029","10","Local Government","All sizes",2023,1,"-0.9"
"37029","10","Private","All sizes",2023,1,"20.6"
"37031","10","Total Covered","All sizes",2023,1,"9.8"
"37031","10","Federal Government","All sizes",2023,1,"21.7"
"37031","10","State Government","All sizes",2023,1,"2.6"
"37031","10","Local Government","All sizes",2023,1,"6.9"
"37031","10","Private","All sizes",2023,1,"10.6"
"37033","10","Total Covered","All sizes",2023,1,"7.7"
"37033","10","Federal Government","All sizes",2023,1,"29.7"
"37033","10","State Government","All sizes",2023,1,"-12.0"
"37033","10","Local Government","All sizes",2023,1,"0.4"
"37033","10","Private","All sizes",2023,1,"15.7"
"37035","10","Total Covered","All sizes",2023,1,"8.4"
"37035","10","Federal Government","All sizes",2023,1,"19.2"
"37035","10","State Government","All sizes",2023,1,"-5.9"
"37035","10","Local Government","All sizes",2023,1,"1.9"
"37035","10","Private","All sizes",2023,1,"9.3"
"37037","10","Total Covered","All sizes",2023,1,"12.5"
"37037","10","Federal Government","All sizes",2023,1,"17.0"
"37037","10","State Government","All sizes",2023,1,"9.4"
"37037","10","Local Government","All sizes",2023,1,"3.2"
"37037","10","Private","All sizes",2023,1,"14.2"
"37039","10","Total Covered","All sizes",2023,1,"10.6"
"37039","10","Federal Government","All sizes",2023,1,"15.4"
"37039","10","State Government","All sizes",2023,1,"4.5"
"37039","10","Local Government","All sizes",2023,1,"-6.8"
"37039","10","Private","All sizes",2023,1,"14.9"
"37041","10","Total Covered","All sizes",2023,1,"10.7"
"37041","10","Federal Government","All sizes",2023,1,"25.6"
"37041","10","State Government","All sizes",2023,1,"9.5"
"37041","10","Local Government","All sizes",2023,1,"-7.6"
"37041","10","Private","All sizes",2023,1,"16.9"
"37043","10","Total Covered","All sizes",2023,1,"14.7"
"37043","10","Federal Government","All sizes",2023,1,"46.0"
"37043","10","State Government","All sizes",2023,1,"8.5"
"37043","10","Local Government","All sizes",2023,1,"1.3"
"37043","10","Private","All sizes",2023,1,"19.1"
"37045","10","Total Covered","All sizes",2023,1,"10.6"
"37045","10","Federal Government","All sizes",2023,1,"14.9"
"37045","10","State Government","All sizes",2023,1,"7.0"
"37045","10","Local Government","All sizes",2023,1,"6.7"
"37045","10","Private","All sizes",2023,1,"11.7"
"37047","10","Total Covered","All sizes",2023,1,"6.1"
"37047","10","Federal Government","All sizes",2023,1,"24.2"
"37047","10","State Government","All sizes",2023,1,"-4.4"
"37047","10","Local Government","All sizes",2023,1,"10.1"
"37047","10","Private","All sizes",2023,1,"6.4"
"37049","10","Total Covered","All sizes",2023,1,"11.3"
"37049","10","Federal Government","All sizes",2023,1,"19.3"
"37049","10","State Government","All sizes",2023,1,"-1.7"
"37049","10","Local Government","All sizes",2023,1,"11.8"
"37049","10","Private","All sizes",2023,1,"9.1"
"37051","10","Total Covered","All sizes",2023,1,"11.6"
"37051","10","Federal Government","All sizes",2023,1,"11.5"
"37051","10","State Government","All sizes",2023,1,"5.4"
"37051","10","Local Government","All sizes",2023,1,"7.8"
"37051","10","Private","All sizes",2023,1,"13.1"
"37053","10","Total Covered","All sizes",2023,1,"11.9"
"37053","10","Federal Government","All sizes",2023,1,"24.0"
"37053","10","State Government","All sizes",2023,1,"15.4"
"37053","10","Local Government","All sizes",2023,1,"-1.7"
"37053","10","Private","All sizes",2023,1,"15.9"
"37055","10","Total Covered","All sizes",2023,1,"12.5"
"37055","10","Federal Government","All sizes",2023,1,"10.8"
"37055","10","State Government","All sizes",2023,1,"5.3"
"37055","10","Local Government","All sizes",2023,1,"9.0"
"37055","10","Private","All sizes",2023,1,"13.8"
"37057","10","Total Covered","All sizes",2023,1,"7.6"
"37057","10","Federal Government","All sizes",2023,1,"26.0"
"37057","10","State Government","All sizes",2023,1,"-14.6"
"37057","10","Local Government","All sizes",2023,1,"3.8"
"37057","10","Private","All sizes",2023,1,"8.5"
"37059","10","Total Covered","All sizes",2023,1,"9.4"
"37059","10","Federal Government","All sizes",2023,1,"19.9"
"37059","10","State Government","All sizes",2023,1,"-7.7"
"37059","10","Local Government","All sizes",2023,1,"8.8"
"37059","10","Private","All sizes",2023,1,"9.6"
"37061","10","Total Covered","All sizes",2023,1,"15.3"
"37061","10","Federal Government","All sizes",2023,1,"18.9"
"37061","10","State Government","All sizes",2023,1,"-3.9"
"37061","10","Local Government","All sizes",2023,1,"-0.8"
"37061","10","Private","All sizes",2023,1,"19.3"
"37063","10","Total Covered","All sizes",2023,1,"10.9"
"37063","10","Federal Government","All sizes",2023,1,"13.1"
"37063","10","State Government","All sizes",2023,1,"7.2"
"37063","10","Local Government","All sizes",2023,1,"1.5"
"37063","10","Private","All sizes",2023,1,"11.2"
"37065","10","Total Covered","All sizes",2023,1,"-1.8"
"37065","10","Federal Government","All sizes",2023,1,"22.9"
"37065","10","State Government","All sizes",2023,1,"-0.4"
"37065","10","Local Government","All sizes",2023,1,"3.6"
"37065","10","Private","All sizes",2023,1,"-4.2"
"37067","10","Total Covered","All sizes",2023,1,"6.7"
"37067","10","Federal Government","All sizes",2023,1,"31.3"
"37067","10","State Government","All sizes",2023,1,"0.9"
"37067","10","Local Government","All sizes",2023,1,"11.5"
"37067","10","Private","All sizes",2023,1,"6.3"
"37069","10","Total Covered","All sizes",2023,1,"21.5"
"37069","10","Federal Government","All sizes",2023,1,"40.1"
"37069","10","State Government","All sizes",2023,1,"-9.4"
"37069","10","Local Government","All sizes",2023,1,"26.1"
"37069","10","Private","All sizes",2023,1,"21.5"
"37071","10","Total Covered","All sizes",2023,1,"11.6"
"37071","10","Federal Government","All sizes",2023,1,"21.7"
"37071","10","State Government","All sizes",2023,1,"1.0"
"37071","10","Local Government","All sizes",2023,1,"6.1"
"37071","10","Private","All sizes",2023,1,"12.5"
"37073","10","Total Covered","All sizes",2023,1,"-5.2"
"37073","10","Federal Government","All sizes",2023,1,"11.9"
"37073","10","State Government","All sizes",2023,1,"11.1"
"37073","10","Local Government","All sizes",2023,1,"-14.3"
"37073","10","Private","All sizes",2023,1,"-0.6"
"37075","10","Total Covered","All sizes",2023,1,"0.2"
"37075","10","Federal Government","All sizes",2023,1,"11.2"
"37075","10","State Government","All sizes",2023,1,"9.0"
"37075","10","Local Government","All sizes",2023,1,"-10.3"
"37075","10","Private","All sizes",2023,1,"4.2"
"37077","10","Total Covered","All sizes",2023,1,"7.4"
"37077","10","Federal Government","All sizes",2023,1,"6.2"
"37077","10","State Government","All sizes",2023,1,"-5.4"
"37077","10","Local Government","All sizes",2023,1,"8.1"
"37077","10","Private","All sizes",2023,1,"11.7"
"37079","10","Total Covered","All sizes",2023,1,"2.5"
"37079","10","Federal Government","All sizes",2023,1,"6.2"
"37079","10","State Government","All sizes",2023,1,"-8.7"
"37079","10","Local Government","All sizes",2023,1,"4.5"
"37079","10","Private","All sizes",2023,1,"8.3"
"37081","10","Total Covered","All sizes",2023,1,"6.5"
"37081","10","Federal Government","All sizes",2023,1,"14.9"
"37081","10","State Government","All sizes",2023,1,"-0.7"
"37081","10","Local Government","All sizes",2023,1,"-3.9"
"37081","10","Private","All sizes",2023,1,"7.4"
"37083","10","Total Covered","All sizes",2023,1,"8.6"
"37083","10","Federal Government","All sizes",2023,1,"24.7"
"37083","10","State Government","All sizes",2023,1,"-8.6"
"37083","10","Local Government","All sizes",2023,1,"-0.5"
"37083","10","Private","All sizes",2023,1,"12.3"
"37085","10","Total Covered","All sizes",2023,1,"6.8"
"37085","10","Federal Government","All sizes",2023,1,"33.0"
"37085","10","State Government","All sizes",2023,1,"-4.7"
"37085","10","Local Government","All sizes",2023,1,"0.2"
"37085","10","Private","All sizes",2023,1,"9.0"
"37087","10","Total Covered","All sizes",2023,1,"11.1"
"37087","10","Federal Government","All sizes",2023,1,"20.7"
"37087","10","State Government","All sizes",2023,1,"-5.3"
"37087","10","Local Government","All sizes",2023,1,"-2.5"
"37087","10","Private","All sizes",2023,1,"14.2"
"37089","10","Total Covered","All sizes",2023,1,"11.7"
"37089","10","Federal Government","All sizes",2023,1,"17.7"
"37089","10","State Government","All sizes",2023,1,"-2.2"
"37089","10","Local Government","All sizes",2023,1,"-4.7"
"37089","10","Private","All sizes",2023,1,"15.0"
"37091","10","Total Covered","All sizes",2023,1,"9.0"
"37091","10","Federal Government","All sizes",2023,1,"22.5"
"37091","10","State Government","All sizes",2023,1,"11.3"
"37091","10","Local Government","All sizes",2023,1,"-2.6"
"37091","10","Private","All sizes",2023,1,"11.4"
"37093","10","Total Covered","All sizes",2023,1,"10.8"
"37093","10","Federal Government","All sizes",2023,1,"12.9"
"37093","10","State Government","All sizes",2023,1,"-27.4"
"37093","10","Local Government","All sizes",2023,1,"6.9"
"37093","10","Private","All sizes",2023,1,"14.1"
"37095","10","Total Covered","All sizes",2023,1,"6.3"
"37095","10","Federal Government","All sizes",2023,1,"16.4"
"37095","10","State Government","All sizes",2023,1,"-3.9"
"37095","10","Local Government","All sizes",2023,1,"-4.3"
"37095","10","Private","All sizes",2023,1,"14.2"
"37097","10","Total Covered","All sizes",2023,1,"1.6"
"37097","10","Federal Government","All sizes",2023,1,"31.1"
"37097","10","State Government","All sizes",2023,1,"-1.2"
"37097","10","Local Government","All sizes",2023,1,"1.6"
"37097","10","Private","All sizes",2023,1,"1.5"
"37099","10","Total Covered","All sizes",2023,1,"9.3"
"37099","10","Federal Government","All sizes",2023,1,"33.2"
"37099","10","State Government","All sizes",2023,1,"2.0"
"37099","10","Local Government","All sizes",2023,1,"-1.2"
"37099","10","Private","All sizes",2023,1,"13.4"
"37101","10","Total Covered","All sizes",2023,1,"14.8"
"37101","10","Federal Government","All sizes",2023,1,"32.2"
"37101","10","State Government","All sizes",2023,1,"2.8"
"37101","10","Local Government","All sizes",2023,1,"-19.9"
"37101","10","Private","All sizes",2023,1,"22.5"
"37103","10","Total Covered","All sizes",2023,1,"9.0"
"37103","10","Federal Government","All sizes",2023,1,"17.0"
"37103","10","State Government","All sizes",2023,1,"15.6"
"37103","10","Local Government","All sizes",2023,1,"1.8"
"37103","10","Private","All sizes",2023,1,"11.9"
"37105","10","Total Covered","All sizes",2023,1,"10.3"
"37105","10","Federal Government","All sizes",2023,1,"20.0"
"37105","10","State Government","All sizes",2023,1,"-0.1"
"37105","10","Local Government","All sizes",2023,1,"1.1"
"37105","10","Private","All sizes",2023,1,"11.4"
"37107","10","Total Covered","All sizes",2023,1,"12.4"
"37107","10","Federal Government","All sizes",2023,1,"19.0"
"37107","10","State Government","All sizes",2023,1,"2.2"
"37107","10","Local Government","All sizes",2023,1,"19.8"
"37107","10","Private","All sizes",2023,1,"12.1"
"37109","10","Total Covered","All sizes",2023,1,"11.2"
"37109","10","Federal Government","All sizes",2023,1,"21.4"
"37109","10","State Government","All sizes",2023,1,"-1.6"
"37109","10","Local Government","All sizes",2023,1,"2.6"
