"state_name","county_name","year","qtr","total_establishments","total_employment","total_wages","avg_weekly_wage"
"New York","Washington County",2023,1,"2598","29534.6666666666663334","435130636","1133.30"
"Ohio","Wayne County",2023,1,"5964","95162.0000000000003333","1281969188","1036.26"
"North Carolina","Dare County",2023,1,"4602","34175.3333333333333333","391116538","880.34"
"Tennessee","Roane County",2023,1,"1960","39781.9999999999996666","774021586","1496.66"
"Illinois","Johnson County",2023,1,"380","3408.33333333333333330000","43521472","982.24"
"Florida","Hillsborough County",2023,1,"109098","1543737.333333333334","29012917404","1445.69"
"Texas","Robertson County",2023,1,"756","10903.3333333333333334","177783916","1254.27"
"Georgia","Bulloch County",2023,1,"3770","55394.6666666666663334","598795006","831.51"
"Nevada","Clark County",2023,1,"130666","2163296.666666666666","34204689790","1216.26"
"Kentucky","Crittenden County",2023,1,"406","3914.6666666666666666","37106780","729.15"
"Nevada","Esmeralda County",2023,1,"60","678.0000000000000000","12106136","1373.51"
"Missouri","Cooper County",2023,1,"972","9456.6666666666666666","93369824","759.50"
"Mississippi","Sharkey County",2023,1,"294","1945.3333333333333334","17240292","681.72"
"Texas","Borden County",2023,1,"164","1125.9999999999999999","16281170","1112.25"
"Tennessee","Rutherford County",2023,1,"16032","284727.9999999999996667","4285469714","1157.78"
"New Mexico","Valencia County",2023,1,"2970","33791.3333333333336666","376749616","857.64"
"Oklahoma","Marshall County",2023,1,"702","9750.0000000000000000","111863412","882.55"
"Wyoming","Fremont County",2023,1,"3630","30159.3333333333336667","360301094","918.97"
"Louisiana","Bienville Parish",2023,1,"636","7494.0000000000000000","89863454","922.41"
"Iowa","Delaware County",2023,1,"1230","12839.3333333333333334","166290488","996.28"
"Indiana","Brown County",2023,1,"698","5734.6666666666666667","49028680","657.66"
"Tennessee","Marshall County",2023,1,"1382","19713.9999999999999999","257927870","1006.42"
"South Dakota","Lake County",2023,1,"942","9205.33333333333333330000","119882694","1001.78"
"Idaho","Butte County",2023,1,"292","18969.3333333333333333","506638664","2054.48"
"Virginia","Williamsburg city",2023,1,"1218","22854.6666666666666666","299333680","1007.48"
"Mississippi","Newton County",2023,1,"750","10564.0000000000000000","107569852","783.28"
"Idaho","Teton County",2023,1,"1560","8056.0000000000000000","97043694","926.63"
"Kentucky","Simpson County",2023,1,"1282","19452.0000000000000000","244917356","968.53"
"Rhode Island","Bristol County",2023,1,"4332","28261.3333333333336666","400136942","1089.11"
"Missouri","Randolph County",2023,1,"1314","19134.0000000000000001","232971746","936.60"
"Montana","Treasure County",2023,1,"68","412.0000000000000000","4315952","805.82"
"Kansas","Rice County",2023,1,"694","7445.3333333333333334","86184536","890.43"
"Idaho","Twin Falls County",2023,1,"7392","81250.0000000000000000","961458154","910.26"
"Kansas","Sumner County",2023,1,"1222","12582.0000000000000001","137797512","842.46"
"Michigan","Monroe County",2023,1,"5342","78102.0000000000003333","1233383628","1214.77"
"Ohio","Gallia County",2023,1,"1520","22646.6666666666666667","265084450","900.40"
"Nebraska","Arthur County",2023,1,"30","163.99999999999999990000","1117466","524.14"
"Ohio","Coshocton County",2023,1,"1462","19268.6666666666666667","238840770","953.48"
"Massachusetts","Hampden County",2023,1,"40296","401226.6666666666663334","6184271904","1185.65"
"Florida","Alachua County",2023,1,"16434","276423.9999999999996667","4089132738","1137.92"
"Missouri","Clark County",2023,1,"350","2830.0000000000000000","23273512","632.60"
"Oklahoma","Garfield County",2023,1,"3564","46763.3333333333333333","574999452","945.84"
"Idaho","Owyhee County",2023,1,"732","5774.6666666666666666","68457134","911.90"
"Maine","Androscoggin County",2023,1,"7018","94439.9999999999996666","1325256148","1079.44"
"Nebraska","Lancaster County",2023,1,"20170","341748.6666666666663333","4846474534","1090.88"
"Washington","Grant County",2023,1,"5398","78864.0000000000000001","1185282992","1156.11"
"Iowa","Monroe County",2023,1,"500","7482.6666666666666667","119568436","1229.18"
"Illinois","Wayne County",2023,1,"774","7990.6666666666666666","84482644","813.28"
"Georgia","Fayette County",2023,1,"9508","97417.3333333333333333","1394799700","1101.37"
"Illinois","Livingston County",2023,1,"1694","23976.99999999999966670000","331521225","1063.59"
"Washington","Wahkiakum County",2023,1,"262","776.66666666666666660000","8583535","850.14"
"Mississippi","Oktibbeha County",2023,1,"2112","39608.6666666666663334","456851612","887.24"
"New Jersey","Salem County",2023,1,"2818","43535.3333333333336666","758535986","1340.27"
"Tennessee","Hamilton County",2023,1,"25450","429512.6666666666666666","6971475580","1248.55"
"Mississippi","Holmes County",2023,1,"576","6004.0000000000000000","58380312","747.97"
"Illinois","Hancock County",2023,1,"818","7942.6666666666666666","82906792","802.94"
"Oregon","Lane County",2023,1,"28116","312522.0000000000000000","4388087462","1080.07"
"Texas","Nacogdoches County",2023,1,"2874","44719.9999999999996666","591016182","1016.61"
"North Carolina","Mitchell County",2023,1,"866","9774.6666666666666667","114901092","904.23"
"Virginia","Russell County",2023,1,"1316","12924.0000000000000000","150563794","896.15"
"Wisconsin","Lincoln County",2023,1,"1468","18479.00000000000000000000","240844006","1002.57"
"Oregon","Crook County",2023,1,"1766","14625.3333333333333334","278887474","1466.83"
"Minnesota","Cass County",2023,1,"1958","19660.0000000000000000","200165260","783.18"
"Missouri","Ripley County",2023,1,"1522","5833.3333333333333334","40163648","529.63"
"Missouri","Camden County",2023,1,"3450","32828.0000000000003333","354103380","829.74"
"Minnesota","Hennepin County",2023,1,"89608","1803019.3333333333333333","43844878630","1870.58"
"Michigan","Kalamazoo County",2023,1,"12890","237049.3333333333336667","3950790088","1282.04"
"Oklahoma","Grant County",2023,1,"328","2800.0000000000000001","40020722","1099.47"
"Washington","Skagit County",2023,1,"7750","101220.6666666666663333","1559644692","1185.26"
"Missouri","Scotland County",2023,1,"304","2293.3333333333333333","23179544","777.49"
"Illinois","Winnebago County",2023,1,"11710","246566.6666666666660000","3553357580","1108.57"
"Minnesota","Traverse County",2023,1,"314","2091.3333333333333333","22994890","845.79"
"Tennessee","Union County",2023,1,"576","5811.9999999999999999","67877904","898.38"
"Kansas","Barton County",2023,1,"1772","22810.0000000000000000","275695024","929.74"
"New York","Bronx County",2023,1,"40726","634472.6666666666663333","10541094418","1278.00"
"Maine","Kennebec County",2023,1,"8700","120895.3333333333336667","1738538204","1106.19"
"Delaware","Kent County",2023,1,"10994","82587.33333333333300000000","1126599397","1049.33"
"Iowa","Fayette County",2023,1,"1352","13760.6666666666666666","155057544","866.78"
"Virginia","Winchester city",2023,1,"3296","49246.6666666666663333","708861754","1107.24"
"Texas","Mitchell County",2023,1,"332","3961.3333333333333334","57712036","1120.68"
"Kansas","Wilson County",2023,1,"478","6724.0000000000000000","74532248","852.65"
"Kansas","Nemaha County",2023,1,"860","11500.0000000000000000","140391060","939.07"
"Mississippi","Greene County",2023,1,"310","3661.3333333333333333","36623332","769.44"
"Kentucky","Jackson County",2023,1,"366","3668.0000000000000000","32343200","678.28"
"Mississippi","Marshall County",2023,1,"1054","22228.6666666666666666","249805532","864.46"
"New York","Cortland County",2023,1,"2218","34614.6666666666663334","482901858","1073.14"
"West Virginia","Lincoln County",2023,1,"598","4666.6666666666666667","45315640","746.96"
"Mississippi","Marion County",2023,1,"1196","16192.0000000000000000","181935420","864.32"
"Wyoming","Niobrara County",2023,1,"248","899.66666666666666670000","9487262","811.18"
"Vermont","Orange County",2023,1,"1908","14992.6666666666666667","190201492","975.87"
"Georgia","Wilkinson County",2023,1,"366","5837.3333333333333334","79595144","1048.89"
"Iowa","Jasper County",2023,1,"1976","19710.0000000000000001","228137622","890.36"
"Idaho","Idaho County",2023,1,"1376","8797.3333333333333333","93797252","820.15"
"Virginia","Shenandoah County",2023,1,"2646","26727.3333333333336667","324888362","935.05"
"Texas","Sutton County",2023,1,"326","2367.3333333333333333","49161520","1597.43"
"Texas","Coleman County",2023,1,"508","4380.6666666666666666","47316574","830.86"
"Wisconsin","Sawyer County",2023,1,"1308","13211.3333333333333333","154959814","902.25"
"Georgia","Stewart County",2023,1,"186","3275.3333333333333333","41691666","979.15"
"North Carolina","Craven County",2023,1,"5448","81036.6666666666660000","1053953982","1000.45"
"New Mexico","Guadalupe County",2023,1,"328","2620.0000000000000000","24561228","721.12"
"Nebraska","Holt County",2023,1,"1052","8372.6666666666666666","92641028","851.13"
"Idaho","Nez Perce County",2023,1,"2830","42085.3333333333336667","547702894","1001.08"
"Kansas","Jewell County",2023,1,"218","1366.6666666666666667","11627534","654.46"
"Montana","Golden Valley County",2023,1,"86","443.3333333333333334","4267570","740.47"
"Oklahoma","Okfuskee County",2023,1,"460","4751.3333333333333334","44751558","724.52"
"Ohio","Marion County",2023,1,"2478","45929.9999999999999999","597691112","1001.01"
"Virginia","Bedford County",2023,1,"5334","36462.6666666666663333","435947584","919.69"
"Michigan","Montmorency County",2023,1,"502","3976.0000000000000000","39432304","762.89"
"Oklahoma","Love County",2023,1,"496","10829.3333333333333334","121376404","862.16"
"Texas","Dimmit County",2023,1,"628","11141.3333333333333334","234497142","1619.04"
"Illinois","Montgomery County",2023,1,"1402","15691.33333333333333330000","172774276","846.99"
"Kansas","Cherokee County",2023,1,"804","11454.6666666666666666","155124738","1041.73"
"Florida","Pasco County",2023,1,"28878","279016.0000000000006667","3705912746","1021.70"
"Texas","Bandera County",2023,1,"1014","7447.3333333333333333","77952392","805.17"
"Kansas","Ottawa County",2023,1,"324","2527.3333333333333334","24543188","747.01"
"Idaho","Canyon County",2023,1,"15692","164553.3333333333336667","2000312382","935.08"
"New York","Chautauqua County",2023,1,"6356","90131.3333333333340000","1156319122","986.87"
"Louisiana","Vernon Parish",2023,1,"2102","26136.6666666666666667","296426514","872.42"
"New York","Lewis County",2023,1,"1214","13557.3333333333333333","183016052","1038.42"
"Virginia","Amelia County",2023,1,"976","5048.6666666666666666","55881180","851.42"
"Kentucky","Allen County",2023,1,"786","9742.0000000000000000","110621356","873.47"
"North Carolina","Warren County",2023,1,"684","5708.6666666666666667","55160960","743.28"
"Florida","Holmes County",2023,1,"788","7303.9999999999999999","69860682","735.75"
"Virginia","Stafford County",2023,1,"7216","95438.0000000000003334","1563990640","1260.58"
"Kentucky","Bath County",2023,1,"490","4046.0000000000000001","48316806","918.61"
"Minnesota","Washington County",2023,1,"13710","182938.0000000000000000","2853320362","1199.78"
"Louisiana","Concordia Parish",2023,1,"970","10528.0000000000000000","117493210","858.47"
"Minnesota","Kittson County",2023,1,"390","2792.0000000000000000","32406980","892.85"
"Illinois","Monroe County",2023,1,"1644","16686.0000000000000001","181613990","837.25"
"Texas","Harrison County",2023,1,"2984","44538.6666666666663334","682406388","1178.59"
"Tennessee","DeKalb County",2023,1,"868","11378.6666666666666667","130699226","883.56"
"Tennessee","Knox County",2023,1,"32490","507583.3333333333336667","8018244934","1215.15"
"Mississippi","George County",2023,1,"788","10106.6666666666666666","97860206","744.83"
"New York","Orleans County",2023,1,"1648","22300.6666666666666666","308810092","1065.20"
"Texas","Kenedy County",2023,1,"58","481.33333333333333340000","7198082","1150.34"
"Minnesota","Aitkin County",2023,1,"958","8305.3333333333333334","97928836","907.01"
"Texas","Roberts County",2023,1,"100","499.3333333333333333","11937626","1839.01"
"Ohio","Hancock County",2023,1,"3890","87479.3333333333333333","1590753080","1398.79"
"Missouri","Vernon County",2023,1,"1442","13142.6666666666666667","141882234","830.43"
"Florida","Bradford County",2023,1,"1122","12394.0000000000000001","141686088","879.37"
"Nebraska","Cuming County",2023,1,"820","7389.3333333333333333","89623154","932.98"
"Minnesota","Polk County",2023,1,"2052","23168.0000000000000000","298605138","991.44"
"Indiana","Hamilton County",2023,1,"23936","313567.3333333333340000","5660177180","1388.53"
"Tennessee","Franklin County",2023,1,"1984","23464.6666666666666666","288974062","947.33"
"Georgia","Wayne County",2023,1,"1360","17480.0000000000000000","212152316","933.60"
"Wyoming","Sweetwater County",2023,1,"3320","40545.3333333333340000","703798598","1335.25"
"Tennessee","Bedford County",2023,1,"2044","35519.9999999999996667","435159138","942.39"
"Virginia","Clarke County",2023,1,"1274","7490.6666666666666666","98933810","1015.97"
"Indiana","Warren County",2023,1,"328","3788.0000000000000000","46522810","944.74"
"Iowa","Audubon County",2023,1,"476","3652.6666666666666667","42249366","889.75"
"Georgia","Banks County",2023,1,"748","9902.6666666666666667","107203208","832.75"
"Florida","Baker County",2023,1,"1016","15176.6666666666666666","156330074","792.36"
"Wisconsin","Pierce County",2023,1,"1892","17378.33333333333333340000","193491239","856.47"
"Kentucky","Carlisle County",2023,1,"272","2060.0000000000000000","22284150","832.12"
"South Dakota","Faulk County",2023,1,"236","1200.0000000000000000","11823218","757.90"
"Missouri","Linn County",2023,1,"782","8021.3333333333333334","80209274","769.19"
"New Mexico","Eddy County",2023,1,"3800","60719.3333333333336667","1125468716","1425.81"
"Utah","Duchesne County",2023,1,"1644","17116.0000000000000000","247973126","1114.45"
"North Carolina","Martin County",2023,1,"992","12396.0000000000000001","113750834","705.88"
"Missouri","Putnam County",2023,1,"264","1787.3333333333333333","17494096","752.91"
"Kansas","Butler County",2023,1,"3218","39816.6666666666660000","480858242","928.99"
"Rhode Island","Kent County",2023,1,"13526","149177.9999999999996666","2307883582","1190.05"
"Minnesota","Dakota County",2023,1,"23520","367602.6666666666660000","6735616378","1409.47"
"Montana","McCone County",2023,1,"172","1077.3333333333333333","11980770","855.44"
"South Dakota","Union County",2023,1,"1714","20036.6666666666666666","371338296","1425.61"
"Nebraska","Hall County",2023,1,"4028","70185.9999999999996666","921598466","1010.06"
"Illinois","Pope County",2023,1,"90","1236.0000000000000000","14716352","915.88"
"Texas","Bowie County",2023,1,"4990","82608.0000000000003333","1034132956","962.97"
"Montana","Teton County",2023,1,"662","3404.6666666666666666","33797072","763.59"
"Tennessee","Gibson County",2023,1,"2180","29736.6666666666663332","335292226","867.34"
"Oklahoma","Carter County",2023,1,"3576","46649.3333333333340000","576405646","950.47"
"Montana","Liberty County",2023,1,"210","1058.0000000000000000","10118294","735.66"
"Mississippi","Warren County",2023,1,"2178","38121.3333333333336667","501589608","1012.13"
"Ohio","Ashland County",2023,1,"2438","36790.6666666666660000","428778312","896.50"
"Maryland","Prince George's County",2023,1,"35382","625311.333333333334","11148661406","1371.46"
"Wisconsin","Wood County",2023,1,"4060","71960.0000000000003334","975348630","1042.62"
"Virginia","Harrisonburg city",2023,1,"3812","61969.3333333333333334","733771254","910.84"
"Florida","Levy County",2023,1,"2236","18670.0000000000000000","190517558","784.96"
"Texas","Delta County",2023,1,"230","1829.9999999999999999","17562586","738.23"
"Georgia","Emanuel County",2023,1,"940","14356.6666666666666667","159255314","853.29"
"Oregon","Washington County",2023,1,"46948","618229.3333333333340000","13649636212","1698.35"
"Texas","Baylor County",2023,1,"372","3095.3333333333333334","35154986","873.65"
"Mississippi","Lee County",2023,1,"5278","106898.6666666666660000","1296298776","932.80"
"Massachusetts","Middlesex County",2023,1,"123194","1843904.0000000000003333","54527977290","2274.77"
"Ohio","Hocking County",2023,1,"1178","13823.3333333333333334","137466502","764.96"
"Nebraska","Custer County",2023,1,"976","8938.6666666666666667","105934654","911.64"
"North Dakota","Ramsey County",2023,1,"1016","10936.6666666666666667","134121050","943.34"
"South Dakota","Turner County",2023,1,"652","4504.0000000000000000","48994082","836.76"
"North Dakota","Eddy County",2023,1,"206","1388.6666666666666667","12955134","717.63"
"North Dakota","Emmons County",2023,1,"324","1840.0000000000000000","20192928","844.19"
"New York","Ulster County",2023,1,"11546","113703.3333333333333334","1656887094","1120.92"
"New Mexico","McKinley County",2023,1,"2468","39336.0000000000000000","422165916","825.56"
"Iowa","Franklin County",2023,1,"752","7707.9999999999999999","98661840","984.61"
"Georgia","Irwin County",2023,1,"336","4237.3333333333333334","47889956","869.38"
"Missouri","Livingston County",2023,1,"936","12344.6666666666666667","134959524","840.97"
"Ohio","Lake County",2023,1,"13566","191653.9999999999996666","2745281500","1101.86"
"Louisiana","Jefferson Parish",2023,1,"31474","367720.0000000000003334","5720636316","1196.70"
"North Carolina","Wake County",2023,1,"97724","1255803.3333333333336667","24387307560","1493.82"
"Kentucky","Elliott County",2023,1,"186","1704.6666666666666666","18375608","829.20"
"Oklahoma","Major County",2023,1,"518","4290.0000000000000000","49006364","878.72"
"Tennessee","Madison County",2023,1,"5762","120066.0000000000000001","1667170774","1068.11"
"Iowa","Cedar County",2023,1,"1194","9901.3333333333333334","116199784","902.75"
"Illinois","Williamson County",2023,1,"2744","55724.6666666666666666","712651450","983.75"
"Washington","Adams County",2023,1,"1396","16165.3333333333333334","206162640","981.03"
"South Carolina","Sumter County",2023,1,"4508","70178.0000000000003333","898651464","985.02"
"Texas","Midland County",2023,1,"12690","226251.3333333333336666","5732356488","1948.94"
"Illinois","Macoupin County",2023,1,"1746","19843.3333333333333334","216291190","838.46"
"Georgia","Henry County",2023,1,"10990","148803.3333333333340000","1810216646","935.78"
"Georgia","Glynn County",2023,1,"6586","80138.6666666666666667","1033275924","991.82"
"Kansas","Phillips County",2023,1,"466","4399.3333333333333333","50384188","880.98"
"Kansas","Harper County",2023,1,"432","4832.6666666666666667","54326976","864.74"
"Virginia","Chesterfield County",2023,1,"22838","280616.0000000000003334","4277692852","1172.61"
"Kentucky","Owsley County",2023,1,"178","1442.0000000000000000","13138006","700.84"
"Texas","Wood County",2023,1,"1902","21654.6666666666666666","250838530","891.04"
"New Mexico","Colfax County",2023,1,"1080","8691.3333333333333334","87618768","775.47"
"Texas","Hartley County",2023,1,"332","4981.3333333333333333","61985520","957.20"
"Indiana","Jay County",2023,1,"830","13987.3333333333333333","162593248","894.18"
"Texas","San Saba County",2023,1,"416","3076.6666666666666666","33477594","837.01"
"Utah","Wasatch County",2023,1,"3072","23475.3333333333333334","338143530","1108.02"
"New Jersey","Hunterdon County",2023,1,"8016","89602.6666666666666667","1819962758","1562.42"
"West Virginia","Boone County",2023,1,"798","8777.9999999999999999","114655404","1004.74"
"Illinois","Vermilion County",2023,1,"2608","47027.66666666666633330000","682956780","1117.11"
"Georgia","Berrien County",2023,1,"634","7870.6666666666666666","83523462","816.31"
"Tennessee","Tipton County",2023,1,"1824","24480.6666666666666666","291063676","914.58"
"Louisiana","Caldwell Parish",2023,1,"458","4444.6666666666666667","41298956","714.75"
"Kentucky","Union County",2023,1,"748","10078.0000000000000000","151747876","1158.26"
"Minnesota","Wright County",2023,1,"7706","91211.9999999999996667","1196481718","1009.05"
"Oklahoma","Muskogee County",2023,1,"3170","55789.3333333333333333","707104336","974.96"
"Iowa","Iowa County",2023,1,"1384","17735.3333333333333334","218074420","945.85"
"Missouri","Caldwell County",2023,1,"452","3868.6666666666666667","35256548","701.03"
"New York","Monroe County",2023,1,"39180","749570.0000000000000000","12398948496","1272.42"
"Michigan","Keweenaw County",2023,1,"180","691.33333333333333330000","5197863","578.35"
"Florida","Pinellas County",2023,1,"81978","902653.3333333333333333","14561065298","1240.88"
"Indiana","Owen County",2023,1,"682","10892.6666666666666666","163907484","1157.50"
"Utah","Tooele County",2023,1,"2890","38581.9999999999996666","469524782","936.12"
"Tennessee","White County",2023,1,"1108","14730.6666666666666666","160376554","837.48"
"New Hampshire","Grafton County",2023,1,"6776","107135.9999999999996667","1855187950","1332.02"
"North Dakota","Pembina County",2023,1,"790","6151.9999999999999999","81904772","1024.12"
"Idaho","Elmore County",2023,1,"1442","14337.3333333333333333","159841066","857.58"
"Missouri","St. Louis city",2023,1,"31460","444580.0000000000000000","9164019118","1585.60"
"Pennsylvania","Tioga County",2023,1,"2014","24828.6666666666666666","317336818","983.16"
"Minnesota","Douglas County",2023,1,"2966","37606.6666666666666666","557994908","1141.36"
"Mississippi","Lamar County",2023,1,"3038","40212.6666666666666667","421364062","806.03"
"Ohio","Henry County",2023,1,"1368","20947.3333333333333334","263065272","966.03"
"North Dakota","Stutsman County",2023,1,"1736","21575.3333333333333333","296153570","1055.88"
"Wisconsin","Grant County",2023,1,"2966","34271.3333333333336667","382115704","857.67"
"Ohio","Crawford County",2023,1,"1890","24702.0000000000000000","292735506","911.59"
"Indiana","Bartholomew County",2023,1,"4168","99914.0000000000000000","1809670382","1393.25"
"Idaho","Custer County",2023,1,"582","2624.0000000000000000","25599156","750.44"
"Texas","Zapata County",2023,1,"348","5728.0000000000000000","58741514","788.86"
"Montana","Custer County",2023,1,"1086","10444.6666666666666666","118336544","871.53"
"Indiana","Putnam County",2023,1,"1534","24626.6666666666666666","293660544","917.27"
"Texas","Hemphill County",2023,1,"416","2924.6666666666666666","52022552","1368.27"
"Oklahoma","Oklahoma County",2023,1,"65272","958122.666666666667","15994170634","1284.10"
"Ohio","Hardin County",2023,1,"1100","14598.6666666666666666","177032264","932.82"
"North Dakota","Sargent County",2023,1,"356","5617.3333333333333334","94890598","1299.42"
"Iowa","Grundy County",2023,1,"784","7792.6666666666666666","105198146","1038.43"
"Florida","Martin County",2023,1,"14906","150807.9999999999996666","2132185500","1087.57"
"Texas","Parker County",2023,1,"7212","79407.9999999999996667","1081923538","1048.07"
"Minnesota","Grant County",2023,1,"532","3663.3333333333333335","40703360","854.69"
"Utah","Millard County",2023,1,"854","10204.6666666666666666","126773348","955.62"
"Texas","Dawson County",2023,1,"1006","8215.3333333333333333","115614662","1082.54"
"Texas","McLennan County",2023,1,"11966","235666.0000000000003333","3340944812","1090.51"
"South Dakota","Fall River County",2023,1,"648","4805.3333333333333334","58113868","930.28"
"Nevada","Pershing County",2023,1,"222","3718.6666666666666667","73430272","1518.95"
"Illinois","Fayette County",2023,1,"916","9546.66666666666666670000","98102198","790.47"
"Kentucky","Boone County",2023,1,"11734","207851.9999999999996667","2924713560","1082.40"
"New York","Livingston County",2023,1,"2956","38161.9999999999996666","504918794","1017.76"
"Tennessee","Carroll County",2023,1,"1112","15134.6666666666666666","172818346","878.36"
"Ohio","Highland County",2023,1,"1694","21648.6666666666666666","226853484","806.07"
"Oklahoma","Canadian County",2023,1,"7812","74385.3333333333339999","905693974","936.59"
"West Virginia","Greenbrier County",2023,1,"2556","24591.3333333333333334","260845438","815.94"
"Nebraska","Kimball County",2023,1,"302","2673.3333333333333334","30553202","879.14"
"Michigan","Ontonagon County",2023,1,"404","2581.3333333333333334","22222788","662.23"
"New York","Cayuga County",2023,1,"3506","48651.3333333333336667","723223202","1143.49"
"Utah","Salt Lake County",2023,1,"126184","1549710.0000000000003333","29470470258","1462.83"
"Kansas","Johnson County",2023,1,"56214","728210.6666666666663333","13820953318","1459.95"
"Florida","Highlands County",2023,1,"5184","58110.6666666666660000","670905348","888.10"
"Ohio","Harrison County",2023,1,"680","7038.6666666666666667","106653682","1165.58"
"Illinois","McDonough County",2023,1,"1108","16965.33333333333333330000","195135202","884.77"
"North Carolina","Rowan County",2023,1,"6518","100796.0000000000000000","1413273054","1078.55"
"Kansas","Geary County",2023,1,"1468","25164.0000000000000000","301014738","920.16"
"Kentucky","Ohio County",2023,1,"972","14700.6666666666666667","152704674","799.05"
"Georgia","Jefferson County",2023,1,"786","9826.6666666666666666","117062348","916.36"
"Texas","Collingsworth County",2023,1,"256","1636.6666666666666666","21233254","997.96"
"New Jersey","Somerset County",2023,1,"21360","376930.0000000000000000","11630203418","2373.47"
"Kentucky","Adair County",2023,1,"958","9504.6666666666666666","91350408","739.32"
"Montana","Hill County",2023,1,"1246","13421.3333333333333335","150931792","865.05"
"New York","Chenango County",2023,1,"2098","33806.0000000000000000","535772400","1219.11"
"Georgia","Hart County",2023,1,"1142","15489.3333333333333333","172661186","857.47"
"North Dakota","Mountrail County",2023,1,"1016","10117.9999999999999999","196748806","1495.80"
"Georgia","Sumter County",2023,1,"1510","20584.6666666666666666","241225500","901.44"
"Georgia","Lowndes County",2023,1,"6666","97749.3333333333333333","1118059598","879.85"
"Georgia","Lee County",2023,1,"1192","15106.0000000000000001","172190492","876.83"
"West Virginia","Marion County",2023,1,"3104","34296.0000000000000000","435538528","976.88"
"North Carolina","Hyde County",2023,1,"396","2920.6666666666666666","30844452","812.37"
"Maine","Washington County",2023,1,"2330","19590.6666666666666666","243875722","957.58"
"Mississippi","Wayne County",2023,1,"782","9275.3333333333333334","99236186","822.99"
"Rhode Island","Newport County",2023,1,"8636","77967.9999999999996667","1392167718","1373.51"
"Kansas","Comanche County",2023,1,"184","1224.6666666666666667","11355662","713.27"
"Iowa","Jackson County",2023,1,"1394","11510.6666666666666667","124663006","833.09"
"Kentucky","Montgomery County",2023,1,"1626","21621.3333333333333334","256481776","912.50"
"Georgia","Towns County",2023,1,"718","6968.6666666666666665","71644010","790.84"
"Minnesota","Chisago County",2023,1,"2748","31090.0000000000000000","439936280","1088.49"
"Kentucky","Henry County",2023,1,"750","5477.3333333333333333","60726570","852.84"
"Indiana","Wabash County",2023,1,"1542","24289.3333333333333334","310355264","982.88"
"Illinois","Jackson County",2023,1,"2238","40722.33333333333333330000","577646155","1091.15"
"Tennessee","Jackson County",2023,1,"398","3089.3333333333333333","31284396","778.97"
"Minnesota","Benton County",2023,1,"2130","34230.0000000000000000","449121208","1009.28"
"Illinois","Jersey County",2023,1,"790","9854.6666666666666666","108376908","845.96"
"Florida","Seminole County",2023,1,"35846","423179.3333333333343333","6846893598","1244.59"
"Mississippi","Simpson County",2023,1,"970","14654.6666666666666667","126481892","663.91"
"Iowa","Greene County",2023,1,"628","6487.3333333333333333","81720520","969.00"
"Utah","Wayne County",2023,1,"300","2142.0000000000000001","21011910","754.58"
"Nebraska","Kearney County",2023,1,"410","4002.0000000000000000","47206910","907.37"
"Indiana","Gibson County",2023,1,"1610","43401.3333333333333334","670160398","1187.77"
"South Carolina","Richland County",2023,1,"24010","442683.9999999999993333","6919119912","1202.30"
"Nebraska","Franklin County",2023,1,"260","1563.3333333333333334","14225006","699.93"
"Kentucky","Kenton County",2023,1,"11058","144199.3333333333336667","2604038114","1389.12"
"Indiana","Ohio County",2023,1,"176","2089.9999999999999999","19786108","728.23"
"Texas","Terry County",2023,1,"754","6290.0000000000000000","78363908","958.35"
"Kentucky","Grant County",2023,1,"1166","10486.6666666666666666","131366296","963.61"
"District of Columbia","District of Columbia",2023,1,"198640","3001407.9999999999986666","91285550180","2339.56"
"Oklahoma","Texas County",2023,1,"1194","19073.3333333333333334","246286104","993.28"
"Michigan","Genesee County",2023,1,"15660","259959.3333333333336666","3492327618","1033.39"
"Mississippi","Lowndes County",2023,1,"3082","49180.0000000000003334","687718926","1075.67"
"Illinois","Scott County",2023,1,"192","1737.3333333333333334","20902958","925.51"
"Texas","Lubbock County",2023,1,"16662","295080.0000000000000000","3883335190","1012.33"
"Texas","Martin County",2023,1,"448","4620.6666666666666666","77862002","1296.22"
"South Carolina","Lexington County",2023,1,"16574","257304.0000000000006666","3407470274","1018.69"
"South Dakota","Brookings County",2023,1,"2630","33416.33333333333366670000","448805997","1033.13"
"Virginia","Virginia Beach city",2023,1,"29564","347285.3333333333336667","4884988040","1082.02"
"Missouri","Jefferson County",2023,1,"9194","95987.3333333333340001","1105378394","885.84"
"North Carolina","Pitt County",2023,1,"8890","159560.6666666666670000","2195410648","1058.39"
"Montana","Musselshell County",2023,1,"366","2556.6666666666666666","37872620","1139.48"
"North Carolina","McDowell County",2023,1,"1894","30784.6666666666663334","345332026","862.90"
"New York","Otsego County",2023,1,"3076","41667.3333333333340001","623706944","1151.44"
"Louisiana","Tensas Parish",2023,1,"264","814.66666666666666660000","8090262","763.90"
"Texas","Franklin County",2023,1,"790","7824.0000000000000000","97318662","956.81"
"Minnesota","Otter Tail County",2023,1,"3812","43103.3333333333333333","542156726","967.54"
"Texas","Gregg County",2023,1,"8810","151332.6666666666666667","2187834238","1112.09"
"Minnesota","Dodge County",2023,1,"1002","11230.0000000000000000","159465976","1092.31"
"New Hampshire","Cheshire County",2023,1,"4418","62260.0000000000000000","893593852","1104.05"
"Illinois","Union County",2023,1,"644","8731.00000000000000000000","90071526","793.56"
